account_id,month,payment_status,price_per_hour_compute,price_per_gb_storage,price_per_gb_network,billed_compute_usd,billed_storage_usd,billed_network_usd,billed_amount_usd,cost_compute_usd,cost_storage_usd,cost_network_usd,cost_usd,discount_percent,discount_usd,billed_after_discount_usd,cost_after_discount_usd,prev_month_cost,cost_change,pct_change,anomaly_type,account_name,plan_type,industry,region
A1402,2025-07,Paid,0.026,0.022,0.087,1.07,1.1,2.01,12.94,0.67,0.68,1.25,8.03,0,0.0,12.94,8.03,17.67,-9.640000000000002,-54.56,DROP,Company_1402,Enterprise,IoT,EMEA
A0769,2025-08,Paid,0.025,0.023,0.09,1.22,0.64,0.45,7.05,0.69,0.36,0.25,3.95,10,0.7,6.35,3.95,8.69,-4.739999999999999,-54.55,DROP,Company_769,Enterprise,IoT,US-East
A0573,2024-08,Paid,0.024,0.02,0.085,0.1,0.09,0.11,0.85,0.06,0.06,0.07,0.55,0,0.0,0.85,0.55,1.21,-0.6599999999999999,-54.55,DROP,Company_573,Free,SaaS,US-West
A1486,2024-10,Paid,0.0245,0.0215,0.086,1.22,1.53,1.4,12.56,0.64,0.8,0.74,6.6,5,0.63,11.93,6.6,14.51,-7.91,-54.51,DROP,Company_1486,Standard,Telecom,US-West
A1447,2025-07,Paid,0.026,0.022,0.087,3.62,1.21,3.65,23.46,1.86,0.62,1.87,12.05,0,0.0,23.46,12.05,26.47,-14.419999999999998,-54.48,DROP,Company_1447,Enterprise,E-commerce,APAC
A0208,2024-12,Paid,0.025,0.023,0.09,0.22,0.21,0.35,2.28,0.16,0.15,0.26,1.68,5,0.11,2.17,1.68,3.69,-2.01,-54.47,DROP,Company_208,Enterprise,Gaming,US-West
A0262,2024-07,Paid,0.025,0.023,0.09,0.98,0.33,0.38,5.83,0.58,0.2,0.22,3.47,10,0.58,5.25,3.47,7.62,-4.15,-54.46,DROP,Company_262,Standard,Gaming,US-East
A1431,2024-04,Paid,0.026,0.022,0.087,2.19,1.49,1.4,18.37,1.32,0.9,0.84,11.05,5,0.92,17.45,11.05,24.26,-13.21,-54.45,DROP,Company_1431,Pro,Healthcare,LATAM
A0312,2025-03,Paid,0.026,0.022,0.087,0.58,0.33,0.32,3.51,0.3,0.17,0.16,1.79,0,0.0,3.51,1.79,3.93,-2.14,-54.45,DROP,Company_312,Pro,Fintech,LATAM
A0027,2024-12,Paid,0.024,0.02,0.085,1.44,1.08,0.85,9.57,0.73,0.55,0.43,4.86,0,0.0,9.57,4.86,10.67,-5.81,-54.45,DROP,Company_27,Standard,Gaming,LATAM
A0906,2025-04,Paid,0.025,0.023,0.09,1.33,0.55,0.51,9.07,0.72,0.3,0.28,4.88,0,0.0,9.07,4.88,10.71,-5.830000000000001,-54.44,DROP,Company_906,Standard,Telecom,EMEA
A1018,2025-07,Paid,0.024,0.02,0.085,2.0,1.27,3.34,19.79,1.01,0.64,1.7,10.04,5,0.99,18.8,10.04,22.02,-11.98,-54.41,DROP,Company_1018,Pro,Fintech,US-West
A0130,2024-06,Paid,0.026,0.022,0.087,2.16,1.13,1.37,11.68,1.37,0.72,0.87,7.4,0,0.0,11.68,7.4,16.23,-8.83,-54.41,DROP,Company_130,Pro,E-commerce,US-East
A0932,2025-03,Overdue,0.0245,0.0215,0.086,1.91,0.73,1.8,13.05,1.18,0.45,1.12,8.09,15,1.96,11.09,8.09,17.74,-9.649999999999999,-54.4,DROP,Company_932,Enterprise,Fintech,LATAM
A0872,2024-06,Paid,0.025,0.023,0.09,1.89,2.04,1.33,22.8,1.0,1.09,0.71,12.12,0,0.0,22.8,12.12,26.58,-14.459999999999999,-54.4,DROP,Company_872,Standard,SaaS,US-East
A0029,2024-09,Paid,0.026,0.022,0.087,1.92,0.95,2.86,16.85,0.97,0.48,1.45,8.52,10,1.68,15.17,8.52,18.68,-10.16,-54.39,DROP,Company_29,Pro,Telecom,US-East
A0256,2024-07,Paid,0.024,0.02,0.085,2.02,1.21,1.71,12.56,1.01,0.61,0.86,6.3,0,0.0,12.56,6.3,13.81,-7.510000000000001,-54.38,DROP,Company_256,Standard,E-commerce,US-East
A1231,2025-03,Paid,0.025,0.023,0.09,0.2,0.08,0.23,1.3,0.14,0.06,0.15,0.89,5,0.06,1.24,0.89,1.95,-1.06,-54.36,DROP,Company_1231,Pro,Fintech,US-West
A1216,2025-06,Paid,0.026,0.022,0.087,1.7,1.07,2.28,13.79,1.05,0.66,1.4,8.49,0,0.0,13.79,8.49,18.58,-10.089999999999998,-54.31,DROP,Company_1216,Pro,IoT,EMEA
A0503,2025-07,Paid,0.024,0.02,0.085,0.98,0.71,1.09,7.12,0.53,0.38,0.59,3.84,0,0.0,7.12,3.84,8.4,-4.5600000000000005,-54.29,DROP,Company_503,Pro,Healthcare,US-West
A0860,2024-10,Overdue,0.025,0.023,0.09,0.33,0.27,0.18,2.53,0.2,0.16,0.11,1.5,0,0.0,2.53,1.5,3.28,-1.7799999999999998,-54.27,DROP,Company_860,Pro,Fintech,EMEA
A0967,2025-05,Paid,0.025,0.023,0.09,0.26,0.22,0.28,1.99,0.14,0.12,0.15,1.07,10,0.2,1.79,1.07,2.34,-1.2699999999999998,-54.27,DROP,Company_967,Pro,Healthcare,APAC
A1341,2025-04,Paid,0.026,0.022,0.087,3.41,1.84,5.29,27.97,1.77,0.96,2.75,14.54,0,0.0,27.97,14.54,31.79,-17.25,-54.26,DROP,Company_1341,Standard,Telecom,EMEA
A0688,2025-07,Paid,0.024,0.02,0.085,1.72,0.64,1.65,12.95,0.95,0.35,0.91,7.14,5,0.65,12.3,7.14,15.61,-8.469999999999999,-54.26,DROP,Company_688,Standard,E-commerce,US-East
A1125,2024-11,Paid,0.024,0.02,0.085,0.08,0.05,0.12,0.85,0.04,0.03,0.06,0.43,5,0.04,0.81,0.43,0.94,-0.51,-54.26,DROP,Company_1125,Free,Telecom,APAC
A0276,2024-05,Paid,0.025,0.023,0.09,2.4,0.81,1.65,14.41,1.64,0.56,1.13,9.86,0,0.0,14.41,9.86,21.55,-11.690000000000001,-54.25,DROP,Company_276,Standard,Gaming,US-East
A1398,2024-09,Paid,0.024,0.02,0.085,0.71,0.58,0.39,5.55,0.37,0.3,0.2,2.87,0,0.0,5.55,2.87,6.27,-3.3999999999999995,-54.23,DROP,Company_1398,Pro,Gaming,APAC
A0512,2025-03,Paid,0.026,0.022,0.087,1.56,1.53,2.55,16.05,0.86,0.84,1.4,8.83,5,0.8,15.25,8.83,19.28,-10.450000000000001,-54.2,DROP,Company_512,Standard,IoT,APAC
A0601,2024-08,Paid,0.025,0.023,0.09,0.58,0.21,0.48,4.1,0.34,0.12,0.28,2.4,15,0.61,3.49,2.4,5.24,-2.8400000000000003,-54.2,DROP,Company_601,Pro,Fintech,LATAM
A1182,2024-12,Paid,0.024,0.02,0.085,1.55,1.89,1.0,16.2,0.79,0.97,0.51,8.3,0,0.0,16.2,8.3,18.1,-9.8,-54.14,DROP,Company_1182,Pro,IoT,APAC
A1262,2025-05,Pending,0.025,0.023,0.09,0.41,0.25,0.32,2.95,0.27,0.16,0.21,1.9,0,0.0,2.95,1.9,4.14,-2.2399999999999998,-54.11,DROP,Company_1262,Standard,Healthcare,US-West
A0789,2025-04,Paid,0.0245,0.0215,0.086,1.23,0.42,1.35,7.71,0.71,0.24,0.78,4.44,5,0.39,7.32,4.44,9.67,-5.2299999999999995,-54.08,DROP,Company_789,Pro,Healthcare,US-West
A1403,2024-06,Pending,0.026,0.022,0.087,2.21,1.06,4.74,22.15,1.28,0.61,2.75,12.85,15,3.32,18.83,12.85,27.98,-15.13,-54.07,DROP,Company_1403,Enterprise,Fintech,US-East
A0579,2025-07,Paid,0.025,0.023,0.09,0.51,0.57,0.46,5.95,0.37,0.41,0.33,4.28,0,0.0,5.95,4.28,9.31,-5.03,-54.03,DROP,Company_579,Standard,Gaming,EMEA
A0602,2025-05,Paid,0.026,0.022,0.087,0.61,0.17,0.34,3.03,0.31,0.09,0.17,1.54,10,0.3,2.73,1.54,3.35,-1.81,-54.03,DROP,Company_602,Enterprise,Healthcare,EMEA
A0166,2024-12,Paid,0.025,0.023,0.09,2.7,3.09,2.25,29.71,1.52,1.74,1.27,16.76,20,5.94,23.77,16.76,36.45,-19.69,-54.02,DROP,Company_166,Standard,Telecom,US-East
A0473,2025-06,Paid,0.025,0.023,0.09,1.94,0.93,3.32,15.72,1.04,0.5,1.77,8.39,15,2.36,13.36,8.39,18.24,-9.849999999999998,-54.0,DROP,Company_473,Enterprise,Gaming,APAC
A0536,2025-07,Pending,0.024,0.02,0.085,0.24,0.23,0.42,2.74,0.14,0.13,0.25,1.62,15,0.41,2.33,1.62,3.52,-1.9,-53.98,DROP,Company_536,Standard,Fintech,EMEA
A1381,2025-01,Paid,0.025,0.023,0.09,3.63,1.23,2.56,19.7,2.43,0.82,1.71,13.17,0,0.0,19.7,13.17,28.61,-15.44,-53.97,DROP,Company_1381,Pro,IoT,EMEA
A1305,2024-02,Pending,0.0245,0.0215,0.086,1.28,1.44,0.97,13.47,0.78,0.88,0.59,8.19,0,0.0,13.47,8.19,17.79,-9.6,-53.96,DROP,Company_1305,Pro,E-commerce,LATAM
A1317,2024-04,Paid,0.025,0.023,0.09,1.68,1.5,2.7,15.63,0.88,0.79,1.42,8.22,15,2.34,13.29,8.22,17.84,-9.62,-53.92,DROP,Company_1317,Pro,IoT,EMEA
A0504,2025-03,Paid,0.026,0.022,0.087,3.2,0.9,3.99,22.16,1.68,0.47,2.09,11.61,15,3.32,18.84,11.61,25.19,-13.580000000000002,-53.91,DROP,Company_504,Pro,Gaming,APAC
A0214,2025-05,Paid,0.026,0.022,0.087,0.11,0.04,0.06,0.82,0.08,0.03,0.05,0.65,5,0.04,0.78,0.65,1.41,-0.7599999999999999,-53.9,DROP,Company_214,Free,IoT,US-West
A0991,2024-10,Paid,0.0245,0.0215,0.086,4.39,1.15,2.99,24.25,2.25,0.59,1.53,12.44,5,1.21,23.04,12.44,26.98,-14.540000000000001,-53.89,DROP,Company_991,Pro,Healthcare,US-East
A1303,2025-02,Paid,0.025,0.023,0.09,0.81,1.21,0.85,9.58,0.41,0.61,0.43,4.82,10,0.96,8.62,4.82,10.45,-5.629999999999999,-53.88,DROP,Company_1303,Pro,E-commerce,APAC
A0285,2024-04,Pending,0.025,0.023,0.09,2.18,3.19,1.62,24.7,1.17,1.72,0.87,13.31,0,0.0,24.7,13.31,28.84,-15.53,-53.85,DROP,Company_285,Pro,Fintech,LATAM
A0987,2025-01,Paid,0.024,0.02,0.085,1.24,0.97,0.69,9.99,0.67,0.53,0.37,5.39,10,1.0,8.99,5.39,11.68,-6.29,-53.85,DROP,Company_987,Standard,Fintech,LATAM
A0646,2025-08,Paid,0.026,0.022,0.087,0.02,0.01,0.01,0.13,0.01,0.01,0.0,0.06,5,0.01,0.12,0.06,0.13,-0.07,-53.85,DROP,Company_646,Free,Fintech,LATAM
A0665,2024-06,Pending,0.025,0.023,0.09,1.26,0.7,2.88,12.72,0.64,0.35,1.46,6.44,15,1.91,10.81,6.44,13.95,-7.509999999999999,-53.84,DROP,Company_665,Enterprise,Gaming,US-East
A0411,2024-02,Paid,0.024,0.02,0.085,4.19,2.13,1.89,21.67,2.27,1.15,1.02,11.75,15,3.25,18.42,11.75,25.45,-13.7,-53.83,DROP,Company_411,Standard,Telecom,US-East
A0534,2025-04,Overdue,0.025,0.023,0.09,0.35,0.22,0.57,3.08,0.21,0.14,0.35,1.87,0,0.0,3.08,1.87,4.05,-2.1799999999999997,-53.83,DROP,Company_534,Standard,Fintech,APAC
A1218,2025-01,Paid,0.026,0.022,0.087,1.63,0.54,1.04,12.2,1.04,0.34,0.66,7.8,10,1.22,10.98,7.8,16.88,-9.079999999999998,-53.79,DROP,Company_1218,Standard,Fintech,EMEA
A0019,2025-08,Paid,0.024,0.02,0.085,2.49,0.99,4.67,21.78,1.37,0.55,2.57,11.98,5,1.09,20.69,11.98,25.92,-13.940000000000001,-53.78,DROP,Company_19,Pro,Fintech,US-West
A1486,2024-05,Overdue,0.0245,0.0215,0.086,2.78,1.17,3.77,20.73,1.58,0.67,2.14,11.75,0,0.0,20.73,11.75,25.42,-13.670000000000002,-53.78,DROP,Company_1486,Standard,Telecom,US-West
A0801,2024-10,Paid,0.0245,0.0215,0.086,0.25,0.11,0.11,1.67,0.13,0.06,0.06,0.87,0,0.0,1.67,0.87,1.88,-1.0099999999999998,-53.72,DROP,Company_801,Free,IoT,US-East
A0202,2024-12,Pending,0.026,0.022,0.087,0.11,0.11,0.08,0.93,0.06,0.06,0.05,0.5,0,0.0,0.93,0.5,1.08,-0.5800000000000001,-53.7,DROP,Company_202,Free,E-commerce,US-West
A1123,2024-11,Paid,0.026,0.022,0.087,1.05,0.78,1.21,10.9,0.59,0.44,0.68,6.13,20,2.18,8.72,6.13,13.24,-7.11,-53.7,DROP,Company_1123,Standard,Telecom,US-West
A0437,2025-08,Paid,0.026,0.022,0.087,1.33,0.79,0.93,7.41,0.99,0.59,0.69,5.53,0,0.0,7.41,5.53,11.94,-6.409999999999999,-53.69,DROP,Company_437,Pro,Fintech,EMEA
A0311,2024-10,Paid,0.024,0.02,0.085,0.16,0.12,0.18,1.23,0.08,0.06,0.09,0.63,0,0.0,1.23,0.63,1.36,-0.7300000000000001,-53.68,DROP,Company_311,Standard,IoT,LATAM
A0124,2025-05,Paid,0.024,0.02,0.085,1.66,1.01,2.57,15.02,0.86,0.52,1.32,7.73,0,0.0,15.02,7.73,16.69,-8.96,-53.68,DROP,Company_124,Pro,E-commerce,LATAM
A0345,2025-04,Paid,0.026,0.022,0.087,0.8,0.34,0.97,5.78,0.48,0.2,0.59,3.5,5,0.29,5.49,3.5,7.55,-4.05,-53.64,DROP,Company_345,Enterprise,Telecom,APAC
A1088,2024-06,Paid,0.0245,0.0215,0.086,0.28,0.36,0.18,2.87,0.15,0.19,0.1,1.53,0,0.0,2.87,1.53,3.3,-1.7699999999999998,-53.64,DROP,Company_1088,Pro,Telecom,LATAM
A0133,2025-03,Paid,0.024,0.02,0.085,1.34,1.08,1.02,14.0,0.79,0.63,0.6,8.22,20,2.8,11.2,8.22,17.73,-9.51,-53.64,DROP,Company_133,Standard,E-commerce,APAC
A1488,2024-05,Pending,0.0245,0.0215,0.086,3.94,2.23,1.08,18.57,2.05,1.16,0.57,9.68,5,0.93,17.64,9.68,20.87,-11.190000000000001,-53.62,DROP,Company_1488,Standard,Gaming,EMEA
A0106,2024-04,Pending,0.024,0.02,0.085,0.83,0.34,1.03,5.83,0.56,0.23,0.7,3.97,0,0.0,5.83,3.97,8.56,-4.59,-53.62,DROP,Company_106,Pro,SaaS,US-East
A0623,2024-10,Pending,0.024,0.02,0.085,0.24,0.12,0.33,1.95,0.13,0.06,0.19,1.09,15,0.29,1.66,1.09,2.35,-1.26,-53.62,DROP,Company_623,Pro,SaaS,APAC
A0135,2025-03,Paid,0.025,0.023,0.09,0.07,0.07,0.04,0.6,0.04,0.04,0.02,0.32,5,0.03,0.57,0.32,0.69,-0.36999999999999994,-53.62,DROP,Company_135,Free,SaaS,US-West
A0577,2024-11,Overdue,0.025,0.023,0.09,2.27,1.8,1.12,19.01,1.19,0.94,0.59,9.95,10,1.9,17.11,9.95,21.44,-11.490000000000002,-53.59,DROP,Company_577,Pro,Telecom,APAC
A0059,2025-03,Paid,0.024,0.02,0.085,0.8,0.73,0.75,6.4,0.43,0.39,0.4,3.44,0,0.0,6.4,3.44,7.41,-3.97,-53.58,DROP,Company_59,Pro,E-commerce,LATAM
A1077,2025-09,Paid,0.025,0.023,0.09,0.09,0.04,0.13,0.69,0.05,0.02,0.07,0.39,15,0.1,0.59,0.39,0.84,-0.44999999999999996,-53.57,DROP,Company_1077,Free,Fintech,US-East
A0661,2024-08,Paid,0.025,0.023,0.09,0.27,0.13,0.7,3.29,0.17,0.08,0.43,2.02,0,0.0,3.29,2.02,4.35,-2.3299999999999996,-53.56,DROP,Company_661,Standard,E-commerce,LATAM
A1459,2025-06,Paid,0.026,0.022,0.087,2.03,0.88,0.78,11.07,1.15,0.5,0.44,6.27,15,1.66,9.41,6.27,13.49,-7.220000000000001,-53.52,DROP,Company_1459,Standard,Healthcare,LATAM
A0229,2025-02,Paid,0.025,0.023,0.09,2.32,3.27,3.0,25.72,1.17,1.65,1.51,12.99,0,0.0,25.72,12.99,27.95,-14.959999999999999,-53.52,DROP,Company_229,Pro,IoT,EMEA
A0669,2024-05,Paid,0.024,0.02,0.085,0.8,0.89,1.05,7.82,0.43,0.48,0.57,4.22,15,1.17,6.65,4.22,9.08,-4.86,-53.52,DROP,Company_669,Pro,Healthcare,EMEA
A0461,2025-07,Paid,0.025,0.023,0.09,2.83,1.44,2.16,20.59,1.48,0.76,1.13,10.79,5,1.03,19.56,10.79,23.21,-12.420000000000002,-53.51,DROP,Company_461,Enterprise,IoT,LATAM
A0681,2025-09,Paid,0.024,0.02,0.085,2.43,0.98,2.94,21.02,1.36,0.54,1.64,11.73,0,0.0,21.02,11.73,25.23,-13.5,-53.51,DROP,Company_681,Enterprise,IoT,EMEA
A1263,2024-12,Paid,0.024,0.02,0.085,2.01,0.93,0.71,10.59,1.05,0.49,0.37,5.54,10,1.06,9.53,5.54,11.91,-6.37,-53.48,DROP,Company_1263,Pro,E-commerce,APAC
A0600,2025-04,Overdue,0.026,0.022,0.087,3.65,1.21,4.09,20.22,1.93,0.64,2.16,10.68,0,0.0,20.22,10.68,22.95,-12.27,-53.46,DROP,Company_600,Enterprise,Fintech,LATAM
A0538,2024-03,Paid,0.026,0.022,0.087,1.19,0.61,1.6,11.84,0.69,0.35,0.92,6.8,10,1.18,10.66,6.8,14.61,-7.81,-53.46,DROP,Company_538,Standard,Telecom,US-East
A1376,2024-07,Paid,0.024,0.02,0.085,0.24,0.13,0.1,1.2,0.15,0.08,0.06,0.74,10,0.12,1.08,0.74,1.59,-0.8500000000000001,-53.46,DROP,Company_1376,Free,Healthcare,LATAM
A0695,2024-12,Paid,0.024,0.02,0.085,0.79,0.53,0.41,5.29,0.58,0.39,0.3,3.86,0,0.0,5.29,3.86,8.29,-4.43,-53.44,DROP,Company_695,Standard,Healthcare,US-East
A0819,2024-07,Paid,0.024,0.02,0.085,0.43,0.25,0.2,2.64,0.23,0.13,0.11,1.42,0,0.0,2.64,1.42,3.05,-1.63,-53.44,DROP,Company_819,Pro,SaaS,US-West
A0882,2025-01,Paid,0.025,0.023,0.09,1.76,0.87,2.79,17.0,1.07,0.53,1.7,10.35,15,2.55,14.45,10.35,22.22,-11.87,-53.42,DROP,Company_882,Standard,Fintech,APAC
A0918,2025-02,Paid,0.026,0.022,0.087,2.44,2.69,1.59,25.78,1.24,1.36,0.81,13.07,5,1.29,24.49,13.07,28.05,-14.98,-53.4,DROP,Company_918,Enterprise,IoT,US-East
A1295,2025-08,Paid,0.026,0.022,0.087,2.2,1.05,1.74,19.47,1.46,0.69,1.15,12.88,0,0.0,19.47,12.88,27.64,-14.76,-53.4,DROP,Company_1295,Pro,Healthcare,LATAM
A0443,2024-04,Paid,0.024,0.02,0.085,0.46,0.34,0.16,3.03,0.3,0.22,0.11,1.99,10,0.3,2.73,1.99,4.27,-2.2799999999999994,-53.4,DROP,Company_443,Pro,Fintech,EMEA
A0088,2024-09,Paid,0.025,0.023,0.09,1.47,0.88,0.97,14.3,0.74,0.44,0.49,7.22,10,1.43,12.87,7.22,15.49,-8.27,-53.39,DROP,Company_88,Enterprise,Telecom,US-East
A1465,2025-05,Paid,0.024,0.02,0.085,2.51,2.4,2.76,21.4,1.3,1.24,1.43,11.08,20,4.28,17.12,11.08,23.76,-12.680000000000001,-53.37,DROP,Company_1465,Pro,IoT,APAC
A1247,2024-08,Pending,0.025,0.023,0.09,0.29,0.14,0.23,1.65,0.17,0.08,0.13,0.97,10,0.16,1.49,0.97,2.08,-1.11,-53.37,DROP,Company_1247,Enterprise,Healthcare,US-West
A0406,2024-05,Paid,0.025,0.023,0.09,2.94,1.38,1.72,17.12,1.97,0.92,1.15,11.48,0,0.0,17.12,11.48,24.61,-13.129999999999999,-53.35,DROP,Company_406,Pro,Healthcare,APAC
A1427,2025-03,Paid,0.026,0.022,0.087,0.95,0.62,1.12,7.7,0.63,0.42,0.75,5.16,0,0.0,7.7,5.16,11.06,-5.9,-53.35,DROP,Company_1427,Pro,E-commerce,LATAM
A0243,2024-03,Paid,0.026,0.022,0.087,0.12,0.04,0.08,0.74,0.08,0.02,0.06,0.49,0,0.0,0.74,0.49,1.05,-0.56,-53.33,DROP,Company_243,Free,Gaming,APAC
A1137,2024-11,Paid,0.025,0.023,0.09,2.58,1.44,1.06,14.08,1.56,0.87,0.64,8.48,0,0.0,14.08,8.48,18.17,-9.690000000000001,-53.33,DROP,Company_1137,Standard,Fintech,US-West
A0804,2024-08,Paid,0.024,0.02,0.085,0.66,0.25,1.21,6.03,0.41,0.16,0.75,3.74,10,0.6,5.43,3.74,8.01,-4.27,-53.31,DROP,Company_804,Standard,SaaS,APAC
A0807,2024-07,Paid,0.026,0.022,0.087,2.14,1.3,1.58,13.83,1.2,0.73,0.89,7.73,0,0.0,13.83,7.73,16.55,-8.82,-53.29,DROP,Company_807,Enterprise,E-commerce,EMEA
A1232,2024-04,Paid,0.026,0.022,0.087,0.48,0.1,0.51,2.79,0.37,0.08,0.39,2.13,0,0.0,2.79,2.13,4.56,-2.4299999999999997,-53.29,DROP,Company_1232,Pro,Fintech,US-West
A1078,2024-08,Paid,0.025,0.023,0.09,1.26,0.89,1.87,14.84,0.8,0.56,1.19,9.44,0,0.0,14.84,9.44,20.21,-10.770000000000001,-53.29,DROP,Company_1078,Standard,Gaming,APAC
A1432,2024-12,Paid,0.0245,0.0215,0.086,2.21,2.28,2.94,20.48,1.23,1.26,1.63,11.34,10,2.05,18.43,11.34,24.27,-12.93,-53.28,DROP,Company_1432,Pro,IoT,US-West
A1473,2024-12,Paid,0.024,0.02,0.085,0.14,0.08,0.1,1.0,0.07,0.04,0.05,0.5,10,0.1,0.9,0.5,1.07,-0.5700000000000001,-53.27,DROP,Company_1473,Free,Healthcare,US-East
A1247,2024-11,Paid,0.025,0.023,0.09,0.4,0.21,0.41,2.33,0.23,0.12,0.24,1.36,10,0.23,2.1,1.36,2.91,-1.55,-53.26,DROP,Company_1247,Enterprise,Healthcare,US-West
A1378,2024-11,Paid,0.025,0.023,0.09,3.64,2.08,1.36,22.19,2.13,1.22,0.8,12.96,0,0.0,22.19,12.96,27.71,-14.75,-53.23,DROP,Company_1378,Pro,Fintech,US-West
A0768,2025-02,Paid,0.026,0.022,0.087,0.62,0.3,0.8,3.84,0.41,0.2,0.53,2.54,10,0.38,3.46,2.54,5.43,-2.8899999999999997,-53.22,DROP,Company_768,Pro,E-commerce,US-East
A0199,2024-07,Paid,0.024,0.02,0.085,0.15,0.12,0.33,1.84,0.08,0.06,0.17,0.95,5,0.09,1.75,0.95,2.03,-1.0799999999999998,-53.2,DROP,Company_199,Pro,Fintech,US-East
A0406,2024-07,Paid,0.025,0.023,0.09,1.87,1.71,1.11,16.13,1.26,1.15,0.75,10.83,10,1.61,14.52,10.83,23.13,-12.299999999999999,-53.18,DROP,Company_406,Pro,Healthcare,APAC
A1236,2024-06,Paid,0.025,0.023,0.09,1.49,1.05,0.72,9.31,0.79,0.56,0.38,4.95,5,0.47,8.84,4.95,10.56,-5.61,-53.12,DROP,Company_1236,Pro,Gaming,APAC
A0291,2025-03,Paid,0.024,0.02,0.085,0.11,0.02,0.06,0.57,0.06,0.01,0.03,0.3,0,0.0,0.57,0.3,0.64,-0.34,-53.12,DROP,Company_291,Free,E-commerce,LATAM
A1273,2024-04,Overdue,0.026,0.022,0.087,0.18,0.08,0.3,1.87,0.12,0.06,0.21,1.29,10,0.19,1.68,1.29,2.75,-1.46,-53.09,DROP,Company_1273,Standard,E-commerce,APAC
A1349,2024-02,Paid,0.026,0.022,0.087,3.56,1.32,3.84,23.45,1.91,0.71,2.06,12.61,10,2.35,21.1,12.61,26.87,-14.260000000000002,-53.07,DROP,Company_1349,Enterprise,Telecom,EMEA
A0267,2025-03,Paid,0.0245,0.0215,0.086,0.15,0.09,0.23,1.44,0.08,0.05,0.12,0.77,0,0.0,1.44,0.77,1.64,-0.8699999999999999,-53.05,DROP,Company_267,Standard,E-commerce,US-East
A1238,2025-01,Paid,0.025,0.023,0.09,1.69,1.13,1.84,17.86,1.04,0.69,1.13,10.95,0,0.0,17.86,10.95,23.32,-12.370000000000001,-53.04,DROP,Company_1238,Pro,SaaS,US-East
A0039,2024-06,Overdue,0.025,0.023,0.09,0.2,0.09,0.16,1.87,0.12,0.05,0.1,1.16,5,0.09,1.78,1.16,2.47,-1.3100000000000003,-53.04,DROP,Company_39,Enterprise,Gaming,US-West
A0747,2025-07,Paid,0.025,0.023,0.09,0.88,0.32,1.14,6.72,0.57,0.21,0.74,4.33,10,0.67,6.05,4.33,9.21,-4.880000000000001,-52.99,DROP,Company_747,Pro,E-commerce,US-West
A0185,2025-05,Pending,0.026,0.022,0.087,3.0,1.02,2.12,23.49,1.56,0.53,1.1,12.2,5,1.17,22.32,12.2,25.94,-13.740000000000002,-52.97,DROP,Company_185,Pro,IoT,EMEA
A0738,2025-06,Paid,0.024,0.02,0.085,0.37,0.33,0.23,3.53,0.23,0.2,0.14,2.15,0,0.0,3.53,2.15,4.57,-2.4200000000000004,-52.95,DROP,Company_738,Pro,Healthcare,LATAM
A1271,2025-06,Paid,0.0245,0.0215,0.086,0.04,0.02,0.04,0.36,0.03,0.01,0.03,0.24,0,0.0,0.36,0.24,0.51,-0.27,-52.94,DROP,Company_1271,Free,SaaS,US-West
A1254,2024-05,Paid,0.025,0.023,0.09,0.05,0.01,0.04,0.31,0.03,0.01,0.02,0.16,0,0.0,0.31,0.16,0.34,-0.18000000000000002,-52.94,DROP,Company_1254,Free,E-commerce,US-East
A1336,2025-07,Overdue,0.025,0.023,0.09,2.98,1.94,3.86,22.42,1.7,1.11,2.2,12.77,5,1.12,21.3,12.77,27.12,-14.350000000000001,-52.91,DROP,Company_1336,Standard,Healthcare,LATAM
A1194,2025-01,Paid,0.025,0.023,0.09,0.74,0.85,1.54,8.11,0.39,0.45,0.81,4.26,0,0.0,8.11,4.26,9.04,-4.779999999999999,-52.88,DROP,Company_1194,Pro,Telecom,US-East
A0884,2025-02,Paid,0.025,0.023,0.09,3.23,1.74,5.72,32.73,1.76,0.95,3.12,17.82,0,0.0,32.73,17.82,37.81,-19.990000000000002,-52.87,DROP,Company_884,Standard,SaaS,US-East
A0662,2024-07,Paid,0.024,0.02,0.085,0.38,0.23,0.32,2.24,0.24,0.14,0.2,1.41,0,0.0,2.24,1.41,2.99,-1.5800000000000003,-52.84,DROP,Company_662,Pro,SaaS,US-East
A0348,2024-12,Paid,0.026,0.022,0.087,1.14,0.35,0.54,5.46,0.59,0.18,0.28,2.83,0,0.0,5.46,2.83,6.0,-3.17,-52.83,DROP,Company_348,Standard,Healthcare,US-East
A0176,2025-08,Paid,0.026,0.022,0.087,0.19,0.11,0.24,1.43,0.1,0.06,0.12,0.75,0,0.0,1.43,0.75,1.59,-0.8400000000000001,-52.83,DROP,Company_176,Free,Healthcare,APAC
A0303,2024-03,Pending,0.026,0.022,0.087,0.38,0.2,0.2,2.26,0.21,0.11,0.11,1.26,5,0.11,2.15,1.26,2.67,-1.41,-52.81,DROP,Company_303,Standard,Healthcare,EMEA
A0656,2025-07,Paid,0.024,0.02,0.085,0.11,0.06,0.05,0.81,0.06,0.03,0.03,0.42,10,0.08,0.73,0.42,0.89,-0.47000000000000003,-52.81,DROP,Company_656,Free,Fintech,US-West
